,,→ParameterNavn,Energi (kJ),"Energi, deklaration (kJ)",Energi (kcal),"Energi, deklaration (kcal)",Protein,Protein fra Aminosyrer,"Protein, deklaration",Kulhydrat difference,Tilgængelig kulhydrat,"Tilgængelig kulhydrat, deklaration",Kostfibre,Fedt,Alkohol,Salt deklaration,Aske,Tørstof,Vand,A-vitamin,Retinol,beta-Caroten,D-vitamin,D3-vitamin,D2-vitamin,25-hydroxy D3-vitamin,25-hydroxy D2-vitamin,E-vitamin,alfa-Tokoferol,beta-Tokoferol,gamma-Tokoferol,delta-Tokoferol,alfa-Tokotrienol,K1-vitamin,Thiamin (B1-vitamin),Thiamin,Riboflavin (B2-vitamin),Niacinækvivalent,Niacin,B6-vitamin,Pantotensyre,Biotin,Folat,Frit folat,B12-vitamin,C-vitamin,Ascorbinsyre,Dehydroascorbinsyre,Natrium,Kalium,Calcium,Magnesium,Rubidium,Jern,Kobber,Zink,Mangan,Krom,Molybdæn,Cobolt,Selen,Aluminium,Silicium,Bor,Fosfor,Fluor,Chlorid,Brom,Jod,Svovl,Nikkel,Kviksølv,Arsen,Cadmium,Bly,Tin,Fruktose,Galaktose,Glukose,Sum monosakkarider,Laktose,Maltose,Sakkarose,Sum disakkarider,Raffinose,Sum sukkerarter,Tilsat Sukker,Frie sukkerarter,Sorbitol,Sum sukkeralkoholer,Stivelse/Glykogen,Cellulose,Lignin,Uopløselige kostfibre,Høj molekylevægt opløselige kostfibre,Lav molekylevægt opløselige kostfibre,Crude fibre,Neutral detergent fibre,L-mælkesyre,D-mælkesyre,Mælkesyre,Citronsyre,Oxalsyre,Æblesyre,Propionsyre,Benzosyre,Sum organiske syrer,C4:0,C6:0,C8:0,C10:0,C12:0,C13:0,C14:0,C15:0,C16:0,C17:0,C18:0,C20:0,C21:0,C22:0,C23:0,C24:0,"C12:1,n-1","C14:1,n-5","C15:1,n-5","C16:1,n-7","C17:1,n-7","C18:1,n-7","C18:1,n-9","C18:1,n-12","C20:1,n-9","C20:1,n-11","C20:1,n-15","C22:1,n-9","C22:1,n-11","C24:1,n-9","C14:1,n-5,trans","C16:1,n-7,trans","C18:1,trans","C20:1,trans","C22:1,trans","C18:2,n-6","C18:2,konjugeret","C18:3,n-3","C18:3,n-6","C18:4,n-3","C20:2,n-6","C20:3,n-3","C20:3,n-6","C20:4,n-3","C20:4,n-6","C20:5,n-3","C21:5,n-3","C22:2,n-6","C22:3,n-3","C22:4,n-6","C22:5,n-3","C22:5,n-6","C22:6,n-3","C18:2,trans","C18:3,trans",Andre fedtsyrer,Sum mættede fedtsyrer,Sum enkeltumættede fedtsyrer,Sum flerumættede fedtsyrer,Sum transfedtsyrer,Sum fedtsyrer under detektionsgrænsen,Sum fedtsyrer,Sum n-3 fedtsyrer,Sum n-6 fedtsyrer,Kolesterol,Nitrogen,Isoleucin,Leucin,Lysin,Methionin,Cystin,Phenylalanin,Tyrosin,Threonin,Tryptofan,Valin,Arginin,Histidin,Alanin,Asparaginsyre,Glutaminsyre,Glycin,Prolin,Serin,Hydroxyprolin,Ornitin,Histamin,Serotonin,Cholin,Tyramin,Phenylethylamin,Putrescin,Cadaverin,Spermin,Spermidin,Sum biogene aminer,Svind,Nitrogen-til-protein faktor,Fedtsyrekonverteringsfaktor,Massefylde,,,
"Kinaradise, japanræddike, rå","Radishes, oriental, daikon, Japanese radish, raw",368,71,71,17,17,"0,6","0,4","0,6","4,2","2,6","2,6","1,6","0,1","0,0","0,1","0,6","5,5","94,5","0,0","0,0","0,0","0,00","0,00",,,,,,,,,,,"0,02",,"0,02","0,25","0,20","0,08","0,14",,"28,0",,"0,0","16,2","16,2",,"21,0","227,0","27,0","16,0",,"0,40","0,12","0,15","0,04",,,,"0,1",,,,"23,0",,,,"1,0",,,,,,,,,,,,,,,,,"2,90","0,00","0,00",,,"0,00",,,,,,"0,64",,,,,,"0,00",,,,"0,00","0,00","0,00","0,00","0,00","0,00",,"0,00",,"0,03",,"0,00",,,,,,,,,"0,00",,,"0,02",,,"0,00",,"0,00",,,,,,,,"0,02",,"0,03",,"0,00",,,,,"0,00","0,00",,,,,"0,00",,"0,00",,,,"0,03","0,02","0,05",,,"0,09","0,03","0,02",0,"0,10",26,31,30,6,5,20,11,25,3,28,35,11,19,41,113,19,15,18,,,,,"7,30",,,,,,,,21,"6,25","0,920",,39,Rod- og knoldgrøntsager,Root and tuber vegetables
"Sesamfrø, hele","Sesame seeds, whole",370,2497,2497,605,605,"19,6","18,5","23,1","17,3","4,0","0,4","13,3","53,8","0,0","0,0","5,1","95,7","4,3","0,0","0,0","0,0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","18,45","0,00",,"2,8","0,75",,"0,22","10,81","4,61","0,37","0,34","14,2","170,5",,"0,0","0,0","0,0",,"1,1","505,0","959,1","335,0",,"8,95","1,70","5,50","1,70","12,50","140,50",,"19,5",,,,"587,1",,,,"0,0",,"92,5","0,00","0,00","2,50","0,00",,"0,00","0,60","0,00","0,60","0,00","0,00","0,60","0,60",,"1,20","0,00","0,00",,,"0,22",,,"9,95","2,10","1,25",,,,,,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,33","0,00","2,75","0,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,39","19,06",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20,91",,"0,17","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00",,"0,00",,"0,00","0,00","0,00","0,00",,,"0,00","7,39","19,44","21,08","0,00",,"47,91","0,17","20,91",0,"3,70",794,1480,638,669,432,993,783,801,372,1020,2770,539,1020,1910,4260,1110,774,1010,0,,,,"25,60",,,,,,,,0,"5,30","0,891",,177,Fedtrige frø,High-fat seeds
"Oliven, grønne, marinerede, konserves","Olives, green, pickled, canned",371,554,554,134,134,"1,0",,"1,0","7,4","5,0","5,0","2,4","11,7","0,0","5,5","4,1","24,2","75,8","38,5","0,0","231,0","0,00","0,00",,,,"1,99","1,99",,,,,,"0,02",,"0,01","0,07","0,00","0,02","0,02","0,0","1,2",,"0,0","0,0","0,0",,"2217,0","38,0","120,0","16,0",,"0,49","0,23","0,06","0,05",,,,"0,9",,,,"8,9",,,,"4,5",,,,,,,,,,,,,,,,,"0,50","0,00","0,00",,,"0,00",,,,,,,,,,,,,,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","1,33","0,00","0,26","0,05",,"0,00",,,,"0,00","0,00","0,12","0,00",,"8,05",,,"0,00",,"0,00",,,,,,,,"1,23",,"0,07",,,,,,,"0,00","0,00",,,,,"0,00",,"0,00",,,,"1,64","8,17","1,30",,,"11,12","0,07","1,23",0,"0,16",,,,,,,,,4,,,,,,,,,,,,,"0,00","14,20",,,,,,,"0,00",42,"6,25","0,950",,55,Konserves og syltet bær og frugt,Canned fruit products
"Tang, agar, tørret","Seaweed, agar, dried",372,1268,1268,299,299,"2,3",,"2,3","74,3","69,3","69,3","5,0","0,3","0,0","0,0","3,2","80,1","19,9","0,0","0,0","0,0","0,00","0,00",,,,,,,,,,,"0,00",,"0,00","0,00","0,00",,,,,,,"0,0","0,0",,"4,0","29,0","690,0",,,"9,00","0,50","1,00",,,,,"0,0",,,,"14,0",,,,"36000,0",,"200,0","1,00","5000,00","50,00","25,00",,,,,,,,,,,,"0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,24",,,0,"0,37",,,,,,,,,,,,,,,,,,,,,,,"63,30",,,,,,,,0,"6,25","0,800",,187,Tang og tangprodukter,Seaweed and seaweed products
"Knækbrød, rug-, groft","Crispbread, knackebrot, rye, coarse",375,1449,1449,343,343,"9,3",,"10,2","79,7","64,4","63,5","15,3","2,0","0,0","1,1","2,4","93,4","6,6","1,7","0,0","10,0","0,00","0,00",,,,"0,80","0,80",,,,,"0,0","0,29",,"0,12","1,67","1,40","0,25",,,"66,7",,"0,0","0,0","0,0",,"428,5","478,7","38,0","93,3",480,"2,66","0,35","2,59","3,60","7,10","20,00","6,00","2,3","2,00","15,0",140,"303,9",100,670,300,"2,3",140,"25,1","0,50","0,00","2,10","9,80",,"0,20",,"0,40","0,60",,,"1,00","1,00",,"1,60","0,00","0,00",,,"59,44",,,,,,,,,,,,,,,,,,,,,"0,00",,"0,01",,"0,34",,"0,01",,,,,,,,,,,,,,,,,,,,,,,,,"0,99",,"0,15",,,,,,,,,,,,,,,,,,,"0,38","0,34","1,13",,,"1,86","0,15","0,99",0,"1,63",330,570,360,140,130,400,210,310,100,480,470,210,400,610,1870,400,740,400,,,,,"20,20",,,,,,,,0,"5,70","0,940",,31,Brød,Bread
"Makaroni, spaghetti, fuldkorns-, rå","Macaroni, spaghetti, whole meal, raw",377,1486,1486,352,352,"13,1","12,1","14,4","73,1","63,5","62,2","9,6","2,9","0,0","0,0","1,6","90,7","9,3","0,0","0,0","0,0","0,00","0,00",,,,"0,20","0,20",,,,"0,15","0,0","0,67",,"0,11","2,37","1,00","0,04",,,"53,0",,"0,0","0,0","0,0",,"5,0","490,0","34,0",,,"4,00","0,13","0,87","0,69","0,00",,,"4,2",,,,"370,0",,,,"1,4",,"3,7","0,00","0,00","3,17","1,25",,,,,,,,,,,"3,90","0,00","0,00",,,"59,60",,,,,,,,,,,,,,,,,,,,,,,,,"0,38",,"0,01","0,01",,,,,,,,,,,"0,30",,,,,,,,,,,,,"1,20",,"0,09",,,,,,,,,,,,,,,,,,,"0,41","0,30","1,29",,,"2,00","0,09","1,20",,"2,30",597,1011,299,214,200,735,253,368,142,666,529,322,460,620,4688,483,1701,689,,,,,"17,90",,,,,,,,0,"5,70","0,690",,35,Pastaprodukter,Pasta
"Rugbrød, fuldkorn, importeret","Rye bread, dark, wholemeal, imported",379,845,845,200,200,"5,7",,"6,1","44,8","36,4","36,0","8,4","1,7","0,0","1,4","2,4","54,5","45,5","0,0","0,0","0,0","0,00","0,00",,,,"0,20","0,20",,,,"0,30","0,0",,,,"1,18",,"0,16","0,60",,,,"0,0","0,0","0,0",,"550,0","280,0","77,0","52,0",310,"2,20",,,,,"10,00","4,00",,"1,50","10,0",90,"188,0",60,840,200,,,"5,2","0,71","1,30",,"0,50",,"0,38",,"0,52","0,90","0,00","2,27","0,61","2,88",,"3,78","0,00","0,00",,,"36,40",,,,,,,,,,,,,,,,,,,"0,00","0,00","0,00",,"0,00",,"0,24",,"0,03","0,00",,"0,00",,,,,,"0,00",,"0,03","0,33",,,"0,02",,,,,,,"0,00",,,"0,72",,"0,12",,,,,,,,,,,,,,,,,,,"0,27","0,38","0,84","0,00",,"1,49","0,12","0,72",0,"0,97",240,410,210,96,91,280,120,210,71,340,270,140,300,410,1370,290,560,280,,,,,,,,,,,,,0,"5,83","0,875",,31,Brød,Bread
"Pære, konserves","Pear, canned",380,299,299,71,71,"0,3","0,2","0,3","18,1","15,7","15,7","2,4","0,2","0,0","0,0","0,2","18,8","81,2","1,7","0,0","10,0","0,00","0,00",,,,"0,20","0,20",,,,,,"0,01",,"0,03","0,13","0,08","0,01","0,02","0,0","11,0","4,0","0,0","0,7","0,7",,"5,0","66,0","6,3","4,0",,"0,18","0,07","0,13","0,00","0,02","0,00",,"0,1",,,,"13,4",,,,"0,5",,"8,5","0,01","0,47","0,48","0,16",,,,,,,,,,,"19,50","12,20","12,20",,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,"0,03",,"0,01",,,,,,,,,"0,00",,,"0,02",,,,,,,,,,,,,"0,07",,"0,02",,,,,,,,,,,,,,,,,,,"0,04","0,02","0,10",,,"0,16","0,02","0,07",0,"0,05",12,20,20,3,1,12,5,11,3,15,9,6,13,56,30,12,27,15,,,,,"1,90",,,,,,,,41,"6,25","0,800",,55,Konserves og syltet bær og frugt,Canned fruit products
"Majroe, rå","Turnip, raw",381,110,110,26,26,"0,6",,"0,6","6,7","4,7","4,7","2,0","0,1","0,0","0,0","0,6","8,0","92,0","0,0","0,0","0,0","0,00","0,00",,,,"0,00","0,00",,,,,,"0,04",,"0,05","1,13","1,00","0,08","0,20","0,1","20,0","17,0","0,0","16,0","16,0",,"17,0","283,0","50,0","8,0",,"0,50","0,04","0,23","0,07","0,50","10,00",,"0,0",,,,"50,0",,,,"0,5",,,,,,,,,,,,,,,,,"3,80","0,00","0,00",,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,05","0,04","0,14",,,"0,08","0,09","0,50",0,"0,10",15,25,12,7,,12,9,17,8,15,10,5,28,35,56,15,21,20,,,"0,01",,"11,10",,,,,,,"0,01",16,"6,25","0,800",,39,Rod- og knoldgrøntsager,Root and tuber vegetables
"Bitter, sød, uspec.","BITTER, sweet, all types, average values",383,1106,1106,265,265,"0,0",,"0,0","18,0","18,0","18,0","0,0","0,0","27,6","0,0","0,5","46,1","53,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,,"0,02","0,04",,,,,,,,,,,,,,,,,,"0,16","3,40",,,,,,,,,,,"18,00","18,00","18,00",,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"0,00",,,,,,,,,,,,,,,,,,,,,,,"0,00",,,,,,,,0,"6,25","0,800",,116,Spiritus,Spirits
"Bønnespirer, adzuki, rå","Bean, adzuki, sprouted, raw",384,568,568,135,135,"10,0",,"10,0","24,0","18,8","18,8","5,2","1,0","0,0","0,0","0,8","35,8","64,2",,,,"0,00","0,00",,,,,,,,,,,,,,,,,,,"100,0",,"0,0",,,,"6,0",,"44,3",,,,,,,,,,,,,,"174,0",,,,,,,,,,,,,,,,,,,,,"0,80","0,00","0,00",,,"18,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,70",,,0,"1,60",,,,,,,,,,,,,,,,,,,,,,,"14,40",,,,,,,,0,"6,25","0,700",,171,Friske bælgplanter,Fresh legumes
"Hirse, hele korn","Millet, whole-grain",385,1505,1505,356,356,"11,0",,"11,8","72,8","64,3","63,5","8,5","4,2","0,0","0,0","3,3","91,3","8,7","0,0","0,0","0,0","0,00","0,00",,,,"0,05","0,05",,,,,,"0,42",,"0,29","1,54","4,72","0,75",,,"30,0",,"0,0","0,0","0,0",,"0,4","220,0","9,5","100,0",270,"4,80","0,49","3,40","0,71","3,20","10,00","2,00","16,0","3,20","16,0",50,"240,0",30,,40,"5,0",150,"198,7","0,10","7,90","2,81","8,45",,,,,"0,50",,,,"0,10",,"0,60","0,00","0,00",,,"63,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,60","0,60","1,30",,,"3,38","0,09","1,40",0,"1,89",765,1440,357,302,,580,,278,93,769,556,225,983,718,2457,284,869,643,,,,,"23,10",,,,,,,,0,"5,83","0,800",,28,Korn og gryn,Grain and groats
"Pop corn, mikroovn","Pop corn, microwave oven",386,2109,2109,505,505,"9,6",,"9,6","60,3","52,2","52,2","8,1","26,8","0,0","1,3","2,2","99,0","1,0",,,,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,"530,0",,"9,6",,,"2,30",,"2,48",,,,,"5,0",,,,"180,0",,950,,"0,0",,,,,,,,,,,,,,,,,"0,60","0,00","0,00",,,"51,60",,,,,,,,,,,,,,,,,,,"0,00","0,00","0,37",,"0,22",,"5,33",,"1,80","0,14",,"0,00",,"0,00",,,,"0,00",,"0,00","6,50",,,"0,00",,,,,,,"6,07",,,"3,20",,"0,00",,,,,,,,,,,,,,,,,,"0,42","7,86","6,50","3,20","6,07",,"24,04","0,00","3,20",,"1,54",,,,,,,,,,,,,,,,,,,,,,,"12,60",,,,,,,,0,"6,25","0,896",,143,Chips og snacks,Potato chip and snacks
"Musling, rå","Mussel, raw",387,348,348,83,83,"11,9","10,3","11,9","3,7","3,7","3,7","0,0","2,2","0,0","1,5","1,6","19,4","80,6","84,0","84,0","0,0","0,00","0,00",,,,"3,50","3,50",,,,,"0,0","0,00",,"0,20","4,14","1,60","0,10",,,"41,8",,"10,2","8,0","8,0",,"582,0","145,0","30,0","39,0",,"7,70","0,22","3,40","0,23","25,60","56,00",,"46,0",,,,"145,0",,,,"140,0",,"68,9","1,40","183,70","22,90","62,90",,,,,,,,,,,"0,00","0,00","0,00",,,"0,00",,,,,,,,,,,,,,,,,,,,,"0,00",,"0,05","0,01","0,22","0,02","0,14","0,00",,"0,00",,,,"0,00",,"0,12","0,00",,"0,13",,,"0,14",,"0,10",,,,,,,,"0,04",,"0,03",,,,,,,"0,08","0,21",,,,,"0,04",,"0,09",,,,"0,45","0,49","0,48",,,"1,41","0,36","0,12",38,"1,90",571,914,952,324,190,495,495,552,152,743,895,286,666,1333,1676,609,495,609,,,,,"65,00",,,,,,,,49,"6,25","0,630",,77,Bløddyr og produkter heraf,Mollusks and their products
"Agurk, rå","Cucumber, raw",388,50,50,12,12,"0,7","0,5","0,7","2,6","1,8","1,8","0,8","0,0","0,0","0,0","0,4","3,7","96,3","10,3","0,0","62,0","0,00","0,00",,,,"0,05","0,05",,,,,"16,4","0,01",,"0,01","0,27","0,18","0,04","0,15","0,8","17,6",,"0,0","10,4","9,1","1,3","2,4","147,4","17,7","9,5",,"0,20","0,03","0,13","0,09","0,00","0,00",,"0,0",,,,"27,4",,,,"0,5",,"0,6","0,00","0,25","0,04","0,11",,"0,87",,"0,68","1,56","0,00","0,00","0,00","0,00","0,00","1,56","0,00","0,00",,,"0,00","0,39","0,03",,,,,,,,,,,,,"0,03",,,,,,"0,00",,"0,00",,"0,01","0,00","0,00","0,00",,,,,,,,"0,00",,,"0,00",,,"0,00",,,,,,,,,,"0,01",,"0,01",,,,,,,,,,,,,,,,,,,"0,01","0,00","0,01",,,"0,02","0,01","0,01",0,"0,12",18,28,23,9,2,17,10,16,5,22,28,8,23,40,225,25,13,25,,,"0,01","0,00","6,00",,,,,,,"0,01",3,"6,25","0,800",,41,Frugt-grøntsager,Fruit -Vegetables
"Loquat, japansk mispel, rå","Loquat, raw",389,206,206,49,49,"0,4","0,3","0,4","12,1","10,4","10,4","1,7","0,2","0,0","0,0","0,5","13,3","86,7",,,,"0,00",,,,,,,,,,,,"0,02",,"0,02","0,26","0,18",,,,,,"0,0","1,0","1,0",,"1,0","266,0","16,0","13,0",,"0,28","0,04","0,05","0,15",,,,,,,,"27,0",,,,,,,,,,,,,,,,,,,,,"6,30","0,00","0,00",,,"0,00",,,,,,"0,50",,,,,,,,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00",,"0,03",,"0,00",,,,,,,,,"0,00",,,"0,01",,,"0,00",,"0,00",,,,,,,,"0,08",,"0,01",,"0,00",,,,,"0,00","0,00",,,,,"0,00",,"0,00",,,,"0,04","0,01","0,09",,,"0,14","0,01","0,08",0,"0,07",15,26,23,4,6,14,13,15,5,21,14,7,24,58,61,20,27,20,,,,,,,,,,,,,38,"6,25","0,700",,52,Sydfrugt,Tropical or subtropical fruit
"Cashewnød, olieristet","Cashew nuts, oil roasted",390,2532,2532,610,610,"16,8","16,0","19,9","29,9","26,6","23,6","3,3","47,8","0,0","0,0","2,0","96,5","3,5","0,0","0,0","0,0","0,00",,,,,,,,,,,,"0,36",,"0,22","6,08","1,74","0,32","0,88",,"25,0",,"0,0","0,3","0,3",,"13,0","632,0","43,0","273,0",,"6,05","2,04","5,35","1,67",,,,,,,,"531,0",,,,,,,,,,,,,,,,,,,,,,"0,00","0,00",,,,,,,,,"1,27",,,,,,,,,,,,,"0,14","0,14","0,82",,"0,36",,"4,54",,"3,10",,,,,,,,,"0,33",,,"27,95",,,"0,14",,,,,,,,,,"7,98",,"0,17",,,,,,,,,,,,,,,,,,,"9,10","28,42","8,15",,,"45,67","0,17","7,98",0,"3,18",794,1430,890,302,311,858,540,667,261,1144,1906,445,762,1652,3971,890,762,921,,,,,"61,00",,,,,,,,0,"5,30","0,956","0,500",53,Nødder,Nuts
"Wienerbrød, smørkrans","Danish pastry, butter ring",392,1953,1953,469,469,"4,3","3,8","4,7","44,7","41,7","41,3","3,0","31,0","0,0","0,7","0,8","80,8","19,2",,,,,,,,,"1,10","1,10",,,,"0,25",,"0,07",,"0,06","1,24","0,55","0,05",,,,,,,,,"286,0","92,0","33,0","12,0",,"0,40",,"0,82",,,,,,,,,"102,0",,,,"5,9",,,,,,,,,,,,,,,,,"17,00",,,,,"24,70",,,,,,,,,,,,,,,,,,,"0,14","0,05","2,16",,"0,82",,"5,72",,"3,21","0,00",,"0,00",,"0,00",,"0,00",,"0,00",,"0,44","10,01",,,"0,20",,"0,00",,"0,00",,,"0,00",,,"4,95",,"1,21","0,00",,,,,,,,,,,,,,"0,00",,,"0,62","12,09","10,65","6,15","0,00",,"29,51","1,21","4,95",,"0,75",204,332,121,75,74,219,98,136,41,226,219,98,166,264,1297,181,385,219,,,,,"21,80",,,,,,,,0,"5,70","0,952",,33,Kager,Cakes
"Nøddepasta med cacao, smørepålæg","Nut paste with cacao, spreads",393,2199,2199,527,527,"7,0",,"7,0","60,5","55,6","55,6","4,9","29,6","0,0","0,0","1,5","98,6","1,4","800,0","0,0","4800,0","0,00","0,00",,,,"7,80",,,,,,,"0,01",,"0,28","0,45","0,45","0,14",,,"23,7",,"0,2","1,0","1,0",,"10,0","476,0","124,0","76,0",,"2,30",,"0,12",,,,,"5,0",,,,"178,0",,,,"7,0",,,,,,,,,,,,,,,,,"57,30","54,00","54,00",,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,15","15,79","3,36",,,"28,30","0,07","3,29",0,"1,12",,,,,,,,,,,,,,,,,,,,,,,"17,60",,,,,,,,0,"6,25","0,956",,178,Nøddeprodukter,Nut products
"Cornflakes, uspec.","Corn flakes, average values",395,1586,1586,374,374,"7,5","6,4","7,5","84,5","81,4","81,4","3,1","1,4","0,0","1,5","2,6","95,9","4,1","0,0","0,0","0,0","0,00","0,00",,,,"0,02","0,02",,,,"0,15","0,0","0,66",,"0,57","0,58","1,10","0,12","0,19",,"26,7","14,0","0,0","0,0",,,"607,8","102,9","4,3","15,2",,"2,89","0,07","0,27","0,11","2,00","0,00",,"2,6",,,,"57,0",,1549,,"0,9",,"7,2","0,84","1,98","0,17","0,42",,"1,43",,"1,50","2,93","0,00","0,53","3,60","4,13","0,00","7,06","7,00","7,00",,,"74,93",,,,,,,,,,,,,,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,18","0,00","0,03","0,00",,"0,00",,,,"0,00","0,00","0,00","0,00",,"0,39",,,"0,00",,"0,00",,,,,,,,"0,64",,"0,02",,,,"0,00",,,"0,00","0,00",,,,,"0,00",,"0,00",,,,"0,21","0,39","0,66",,,"1,26","0,02","0,64",0,"1,20",287,1186,57,156,95,395,204,228,35,395,168,216,635,407,1605,228,803,371,,,,,"2,20",,,,,,,,0,"6,25","0,930",,34,Morgenprodukter,Breakfast products
"Müsli, uspec.","Breakfast cereal, müsli, average values",396,1704,1704,405,405,"9,4","8,5","10,1","70,4","63,3","62,6","7,2","11,1","0,0","0,2","1,6","92,5","7,5","0,0","0,0","0,0","0,00","0,00",,,,"0,75","0,75",,,,,,"0,28",,"0,07","2,18","0,80","0,21",,,"39,4",,"0,0","0,0","0,0",,"67,3","427,1","41,6","83,9",,"2,84","0,40","1,83",,"4,30",,,"4,1",,,,"277,2",,126,,"0,9",,"67,9","0,10","0,06","4,36","3,87",,"3,48",,"4,04","7,52","0,00","0,04","3,76","3,80","0,00","11,32","3,76","3,76",,,"44,71",,,,,,,,,,,,,,,,,"0,00","0,01","0,11","0,07","0,47",,"0,17",,"0,82","0,00","0,16","0,01",,"0,00",,"0,01",,"0,00",,"0,01",,"0,00","2,89",,,"0,04",,"0,00","0,00","0,00",,,,,,"2,03",,"0,64",,"0,00","0,00","0,00","0,00",,,"0,00",,,,,"0,00",,"0,00",,,"0,00","1,84","2,94","2,67",,,"7,45","0,64","2,03",0,"1,62",404,728,421,162,275,534,307,340,131,598,647,226,501,841,2135,550,534,550,,,,,"30,70",,,,,,,,0,"5,83","0,670",,34,Morgenprodukter,Breakfast products
"Forloren skildpadde, uspec.","Mock turtle ragout, average values",398,457,457,109,109,"7,9",,"7,9","5,5","5,5","5,5","0,0","6,2","0,0","1,9","1,4","21,0","79,0",,,,,,,,,,,,,,,"0,0",,,,,,,,,,,,"0,0","0,0",,"745,0","120,0","36,0","10,0",,"0,87","0,07","1,30",,,,,,,,,,,725,,,,"18,0","0,20",,"1,20","5,00","90,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,58",,,,"1,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"6,25","0,900",,128,Færdigretter,Ready meals
"Tomatjuice, konserves","Tomatojuice, canned",401,79,79,19,19,"0,8","0,6","0,8","4,2","3,3","3,3","0,9","0,1","0,0","0,6","1,1","6,1","93,9","51,8","0,0","311,0","0,00","0,00",,,,"0,57","0,57",,,,,"7,9","0,05",,"0,03","0,80","0,67","0,11","0,25","1,5","6,0","4,0","0,0","61,7","59,0","2,7","221,0","235,0","12,9","10,0",,"0,43","0,11","0,30","0,09","2,80",,,"0,1",,,,"23,6",,,,"0,0",,"5,1","0,75","0,85","1,10","0,40",,,,,,,,,,,"3,00","0,00","0,00",,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,"0,01",,"0,00",,,,,,,,,"0,00",,,"0,01",,,,,,,,,,,,,"0,02",,"0,00",,,,,,,"0,00",,,,,,,,,,,,"0,01","0,01","0,02",,,"0,04","0,00","0,02",0,"0,12",35,31,35,9,6,21,28,21,7,22,28,12,20,87,207,22,24,27,,,,,"6,80",,,,,,,,0,"6,25","0,800","1,017",45,Grøntsagsjuice,Vegetable juices
"Abrikos, konserves, let sukkerlage","Apricot, canned, light syrup pack",403,289,289,68,68,"0,5","0,4","0,5","17,1","15,6","15,6","1,5","0,1","0,0","0,0","0,4","18,1","81,9","130,8","0,0","785,0","0,00","0,00",,,,"0,89","0,89",,,,,,"0,02",,"0,02","0,46","0,30","0,05","0,09",,"2,0",,"0,0","2,7","2,7",,"4,0","138,0","11,0","8,0",,"0,39","0,08","0,11","0,05","12,00","0,00",,"0,2",,,,"13,0",,,,"0,5",,,,,,,,,,,,,,,,,"14,90","10,14","10,14",,,"0,00",,,,,,,,,,,,,,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00",,"0,00",,"0,00",,,,,,,,,"0,00",,,"0,02",,,"0,00",,"0,00",,,,,,,,"0,01",,"0,00",,"0,00",,,,,"0,00","0,00",,,,,"0,00",,"0,00",,,,"0,00","0,02","0,01",,,"0,04","0,00","0,01",0,"0,09",16,31,37,2,2,21,12,20,9,20,20,9,26,121,54,16,31,30,,,,,"1,80","0,10",,,,,,"0,10",0,"6,25","0,700",,55,Konserves og syltet bær og frugt,Canned fruit products
